model,prompt_policy,tool_level,input_condition,contradiction_strength,n,classification_accuracy,contradiction_accuracy,contradiction_binary_f1,recommended_action_accuracy,malformed_fraction,abstention_rate,ece_10bin,mean_latency_seconds,mean_tool_call_count,total_input_tokens,total_output_tokens
claude-haiku-4-5,evidence_separation,scientific,both_modalities,0.00,2,0.5,1.0,nan,1.0,0.0,0.0,0.46499999999999997,9.656541466712952,5.0,10188,1825
claude-haiku-4-5,evidence_separation,scientific,both_modalities,0.50,2,0.5,1.0,nan,1.0,0.0,0.0,0.42000000000000004,10.170825958251953,5.0,10234,1764
claude-haiku-4-5,evidence_separation,scientific,both_modalities,1.00,2,0.5,0.0,0.0,0.0,0.0,0.0,0.35,7.832743525505066,5.0,10203,1765
claude-haiku-4-5,evidence_separation,scientific,both_modalities,all,6,0.5,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.385,9.22003698348999,5.0,30625,5354
